,iid_0,gender_0,pid_0,stdzed_scored_decision_0,iid_1,gender_1,pid_1,stdzed_scored_decision_1
197,203,0,231.0,-0.85448316870421,231,1,203.0,0.8561955770393425
198,203,0,232.0,-0.85448316870421,232,1,203.0,-0.11896512172153553
199,203,0,233.0,0.8983028183813488,233,1,203.0,2.083952289006911
200,204,0,214.0,0.025090954492590217,214,1,204.0,0.4622554795527805
201,204,0,215.0,0.5269100443443964,215,1,204.0,-0.024764872350120225
202,204,0,216.0,0.5269100443443964,216,1,204.0,1.4424306704185468
203,204,0,217.0,1.2796386791221055,217,1,204.0,-0.4206835683498735
204,204,0,218.0,-0.47672813535921593,218,1,204.0,0.485991610322511
205,204,0,219.0,1.0287291341962026,219,1,204.0,-0.1040194479801088
206,204,0,220.0,0.025090954492590217,220,1,204.0,-0.25522515416745767
207,204,0,221.0,-0.47672813535921593,221,1,204.0,-1.6755721110836563
208,204,0,222.0,-2.9858235846182466,222,1,204.0,-1.1413317278395918
209,204,0,223.0,-0.47672813535921593,223,1,204.0,-0.06909319320116587
210,204,0,224.0,-0.9785472252110221,224,1,204.0,-2.835336035601884
211,204,0,225.0,1.0287291341962026,225,1,204.0,0.6632159348442993
212,204,0,226.0,0.7778195892702995,226,1,204.0,-1.5191686824931925
213,204,0,227.0,0.5269100443443964,227,1,204.0,-0.9813971223740209
214,204,0,228.0,-1.4803663150628281,228,1,204.0,-1.4029369352180072
215,204,0,229.0,0.5269100443443964,229,1,204.0,-1.040373676854873
216,204,0,230.0,0.025090954492590217,230,1,204.0,-1.6357213578085328
217,204,0,231.0,0.5269100443443964,231,1,204.0,-0.6727250962451972
218,204,0,232.0,-0.47672813535921593,232,1,204.0,-0.11896512172153553
219,204,0,233.0,0.5269100443443964,233,1,204.0,0.0
220,205,0,214.0,0.0,214,1,205.0,0.4622554795527805
221,205,0,215.0,1.2525203948237895,215,1,205.0,-1.758305936858542
222,205,0,216.0,-1.6700271930983859,216,1,205.0,-0.9222097728905457
223,205,0,217.0,1.0437669956864912,217,1,205.0,-1.0937772777096713
224,205,0,218.0,0.0,218,1,205.0,1.133980424085859
225,205,0,219.0,0.0,219,1,205.0,-0.1040194479801088
226,205,0,220.0,0.6262601974118948,220,1,205.0,0.765675462502373
227,205,0,221.0,0.6262601974118948,221,1,205.0,-0.8013605748660965
228,205,0,222.0,1.6700271930983859,222,1,205.0,-0.41282211432495863
229,205,0,223.0,-0.8350135965491929,223,1,205.0,1.3127706708221565
230,205,0,224.0,1.0437669956864912,224,1,205.0,-0.8571946154145229
231,205,0,225.0,0.41750679827459647,225,1,205.0,-1.3123208923514862
232,205,0,226.0,0.0,226,1,205.0,-1.5191686824931925
233,205,0,227.0,-1.6700271930983859,227,1,205.0,-0.9813971223740209
234,205,0,228.0,0.0,228,1,205.0,-0.2805873870436014
235,205,0,229.0,-0.41750679827459647,229,1,205.0,-0.4321552196166395
236,205,0,230.0,-1.2525203948237895,230,1,205.0,0.4524335670534238
237,205,0,231.0,-1.6700271930983859,231,1,205.0,0.24462730772552654
238,205,0,232.0,0.0,232,1,205.0,1.0706860954938187
239,205,0,233.0,0.8350135965491929,233,1,205.0,1.0419761445034554
240,206,0,214.0,-2.7587025139437493,214,1,206.0,-0.4941351677978003
241,206,0,215.0,0.10217416718310182,215,1,206.0,0.22288385115108292
242,206,0,216.0,0.9195675046479164,216,1,206.0,-0.4492816842287272
243,206,0,217.0,-0.3065225015493055,217,1,206.0,-1.0937772777096713
244,206,0,218.0,-0.7152191702817128,218,1,206.0,0.485991610322511
245,206,0,219.0,-0.7152191702817128,219,1,206.0,-1.3522528237414144
246,206,0,220.0,2.5543541795775457,220,1,206.0,0.765675462502373
247,206,0,221.0,0.10217416718310182,221,1,206.0,0.3642548067573166
248,206,0,222.0,0.10217416718310182,222,1,206.0,-0.16998557648674759
249,206,0,223.0,0.10217416718310182,223,1,206.0,0.6218387388104952
250,206,0,224.0,0.10217416718310182,224,1,206.0,-0.5275043787166295
251,206,0,225.0,0.9195675046479164,225,1,206.0,0.6632159348442993
252,206,0,226.0,0.10217416718310182,226,1,206.0,0.39978123223505063
253,206,0,227.0,0.10217416718310182,227,1,206.0,-0.9813971223740209
254,206,0,228.0,-0.3065225015493055,228,1,206.0,1.2158786771889396
255,206,0,229.0,0.9195675046479164,229,1,206.0,0.7842816948598276
256,206,0,230.0,-0.7152191702817128,230,1,206.0,-0.011600860693677701
257,206,0,231.0,0.10217416718310182,231,1,206.0,0.5504114423824344
258,206,0,232.0,-0.7152191702817128,232,1,206.0,-0.4163779260253741
259,206,0,233.0,0.10217416718310182,233,1,206.0,0.0
260,207,0,214.0,-0.7742164457562347,214,1,207.0,1.0998492444531678
261,207,0,215.0,0.4645298674537408,215,1,207.0,1.4611274686570985
262,207,0,216.0,0.051614429717082314,216,1,207.0,0.9695025817567282
263,207,0,217.0,0.4645298674537408,217,1,207.0,1.9351444144094183
264,207,0,218.0,0.4645298674537408,218,1,207.0,1.133980424085859
265,207,0,219.0,1.496818461795387,219,1,207.0,1.560291719701632
266,207,0,220.0,0.4645298674537408,220,1,207.0,0.3573152158344407
267,207,0,221.0,0.051614429717082314,221,1,207.0,1.5298701883807295
268,207,0,222.0,-2.0129627589662102,222,1,207.0,0.5585240370278857
269,207,0,223.0,-0.7742164457562347,223,1,207.0,0.6218387388104952
270,207,0,224.0,-1.6000473212295516,224,1,207.0,0.1318760946791575
271,207,0,225.0,0.051614429717082314,225,1,207.0,1.2276550283288095
272,207,0,226.0,1.9097338995320456,226,1,207.0,1.3592561895991722
273,207,0,227.0,1.0839030240587286,227,1,207.0,1.7622937573813062
274,207,0,228.0,-0.3613010080195762,228,1,207.0,0.46764564507266904
275,207,0,229.0,0.8774453051903993,229,1,207.0,1.0883909234789444
276,207,0,230.0,-0.7742164457562347,230,1,207.0,0.9164679948005252
277,207,0,231.0,-0.3613010080195762,231,1,207.0,-0.6727250962451972
278,207,0,232.0,-1.1871318834928932,232,1,207.0,0.4758604868861416
279,207,0,233.0,0.4645298674537408,233,1,207.0,1.0419761445034554
280,208,0,214.0,-0.8786160741969005,214,1,208.0,-0.1753382853476067
281,208,0,215.0,1.4134258584906665,215,1,208.0,0.9658300216546923
282,208,0,216.0,1.1587545326364923,216,1,208.0,0.02364640443309126
283,208,0,217.0,-0.11460209663437816,217,1,208.0,1.2620507050496206
284,208,0,218.0,-1.3879587259052486,218,1,208.0,0.485991610322511
285,208,0,219.0,0.9040832067823182,219,1,208.0,0.7281361358607615
286,208,0,220.0,0.39474055507397005,220,1,208.0,-0.05104503083349153
287,208,0,221.0,-1.3879587259052486,221,1,208.0,0.947062497569023
288,208,0,222.0,-1.3879587259052486,222,1,208.0,1.0441971127043077
289,208,0,223.0,-1.3879587259052486,223,1,208.0,-0.06909319320116587
290,208,0,224.0,1.4134258584906665,224,1,208.0,0.1318760946791575
291,208,0,225.0,-0.36927342248855227,225,1,208.0,1.2276550283288095
292,208,0,226.0,0.9040832067823182,226,1,208.0,1.3592561895991722
293,208,0,227.0,0.9040832067823182,227,1,208.0,1.340187468188179
294,208,0,228.0,-0.36927342248855227,228,1,208.0,1.2158786771889396
295,208,0,229.0,0.39474055507397005,229,1,208.0,1.696609380717178
296,208,0,230.0,0.9040832067823182,230,1,208.0,0.4524335670534238
297,208,0,231.0,-0.6239447483427264,231,1,208.0,1.4677638463531582
298,208,0,232.0,-0.8786160741969005,232,1,208.0,-0.11896512172153553
299,208,0,233.0,0.39474055507397005,233,1,208.0,-1.0419761445034554
300,209,0,214.0,,214,1,209.0,-0.4941351677978003
301,209,0,215.0,,215,1,209.0,-0.27241359585132335
302,209,0,216.0,,216,1,209.0,-0.9222097728905457
303,209,0,217.0,,217,1,209.0,-1.0937772777096713
304,209,0,218.0,,218,1,209.0,-1.781969237849207
305,209,0,219.0,,219,1,209.0,-1.3522528237414144
306,209,0,220.0,,220,1,209.0,0.3573152158344407
307,209,0,221.0,,221,1,209.0,-1.6755721110836563
308,209,0,222.0,,222,1,209.0,-1.1413317278395918
309,209,0,223.0,,223,1,209.0,-0.41455915920699643
310,209,0,224.0,,224,1,209.0,0.461566331377051
311,209,0,225.0,,225,1,209.0,0.6632159348442993
312,209,0,226.0,,226,1,209.0,-0.2398687393410304
313,209,0,227.0,,227,1,209.0,-0.5592908331808937
314,209,0,228.0,0.7071067811865475,228,1,209.0,0.46764564507266904
315,209,0,229.0,,229,1,209.0,-1.040373676854873
316,209,0,230.0,-0.7071067811865475,230,1,209.0,-1.6357213578085328
317,209,0,231.0,,231,1,209.0,-0.6727250962451972
318,209,0,232.0,,232,1,209.0,-0.4163779260253741
319,209,0,233.0,,233,1,209.0,-0.5209880722517277
320,210,0,214.0,0.8622713606374866,214,1,210.0,1.737443009353555
321,210,0,215.0,0.49140195821276117,215,1,210.0,0.9658300216546923
322,210,0,216.0,-1.5483797551232283,216,1,210.0,0.9695025817567282
323,210,0,217.0,-0.06490214542432687,217,1,210.0,-1.0937772777096713
324,210,0,218.0,-1.177510352698503,218,1,210.0,0.161997203440837
325,210,0,219.0,0.8622713606374866,219,1,210.0,-0.520097239900544
326,210,0,220.0,1.0477060618498493,220,1,210.0,0.765675462502373
327,210,0,221.0,-0.8066409502737776,221,1,210.0,-0.21855288405438994
328,210,0,222.0,-1.177510352698503,222,1,210.0,1.52987018838073
329,210,0,223.0,0.6768366594251238,223,1,210.0,1.3127706708221565
330,210,0,224.0,0.6768366594251238,224,1,210.0,-1.1868848521124165
331,210,0,225.0,0.8622713606374866,225,1,210.0,-1.3123208923514862
332,210,0,226.0,1.6040101654869372,226,1,210.0,0.39978123223505063
333,210,0,227.0,-0.06490214542432687,227,1,210.0,-0.13718454398776642
334,210,0,228.0,-1.177510352698503,228,1,210.0,0.46764564507266904
335,210,0,229.0,1.233140763062212,229,1,210.0,1.696609380717178
336,210,0,230.0,0.49140195821276117,230,1,210.0,0.4524335670534238
337,210,0,231.0,-1.177510352698503,231,1,210.0,-0.6727250962451972
338,210,0,232.0,-0.43577154784905225,232,1,210.0,-0.11896512172153553
339,210,0,233.0,-1.177510352698503,233,1,210.0,2.083952289006911
340,211,0,214.0,0.3702769752883557,214,1,211.0,-0.812932050247994
341,211,0,215.0,-0.7690367948296611,215,1,211.0,-0.024764872350120225
342,211,0,216.0,-0.19937990977065273,216,1,211.0,0.02364640443309126
343,211,0,217.0,-1.908350564947678,217,1,211.0,-0.7572304230297724
344,211,0,218.0,-1.908350564947678,218,1,211.0,-0.485991610322511
345,211,0,219.0,1.2247623028768684,219,1,211.0,-0.1040194479801088
346,211,0,220.0,-0.19937990977065273,220,1,211.0,0.765675462502373
347,211,0,221.0,-0.19937990977065273,221,1,211.0,-0.21855288405438994
348,211,0,222.0,-0.19937990977065273,222,1,211.0,0.5585240370278857
349,211,0,223.0,-0.19937990977065273,223,1,211.0,-0.41455915920699643
350,211,0,224.0,-0.7690367948296611,224,1,211.0,1.4506370414707315
351,211,0,225.0,0.3702769752883557,225,1,211.0,0.6632159348442993
352,211,0,226.0,1.7944191879358766,226,1,211.0,0.39978123223505063
353,211,0,227.0,1.2247623028768684,227,1,211.0,-0.13718454398776642
354,211,0,228.0,0.3702769752883557,228,1,211.0,0.46764564507266904
355,211,0,229.0,0.3702769752883557,229,1,211.0,-1.040373676854873
356,211,0,230.0,1.2247623028768684,230,1,211.0,0.9164679948005252
357,211,0,231.0,0.3702769752883557,231,1,211.0,-0.061156826931381365
358,211,0,232.0,0.3702769752883557,232,1,211.0,-0.11896512172153553
359,211,0,233.0,-1.3386936798886695,233,1,211.0,-1.0419761445034554
360,212,0,214.0,-0.6571287406727709,214,1,212.0,0.4622554795527805
361,212,0,215.0,0.6571287406727709,215,1,212.0,0.47053257465228604
362,212,0,216.0,-0.6571287406727709,216,1,212.0,0.02364640443309126
363,212,0,217.0,1.533300394903132,217,1,212.0,1.2620507050496206
364,212,0,218.0,-1.533300394903132,218,1,212.0,0.161997203440837
365,212,0,219.0,0.6571287406727709,219,1,212.0,1.560291719701632
366,212,0,220.0,-1.533300394903132,220,1,212.0,0.1531350925004746
367,212,0,221.0,0.6571287406727709,221,1,212.0,0.3642548067573166
368,212,0,222.0,-0.6571287406727709,222,1,212.0,1.52987018838073
369,212,0,223.0,-0.6571287406727709,223,1,212.0,0.6218387388104952
370,212,0,224.0,-0.21904291355759029,224,1,212.0,0.7912565680749445
371,212,0,225.0,-0.21904291355759029,225,1,212.0,-0.1834427053824659
372,212,0,226.0,0.6571287406727709,226,1,212.0,1.3592561895991722
373,212,0,227.0,0.6571287406727709,227,1,212.0,0.2849217452053608
374,212,0,228.0,-0.21904291355759029,228,1,212.0,0.46764564507266904
375,212,0,229.0,1.533300394903132,229,1,212.0,0.17606323762159407
376,212,0,230.0,-1.533300394903132,230,1,212.0,-0.011600860693677701
377,212,0,231.0,1.533300394903132,231,1,212.0,-0.3669409615882893
378,212,0,232.0,-0.6571287406727709,232,1,212.0,1.0706860954938187
379,212,0,233.0,0.6571287406727709,233,1,212.0,0.0
380,213,0,214.0,1.1413317278395918,214,1,213.0,0.4622554795527805
381,213,0,215.0,0.16998557648674759,215,1,213.0,0.22288385115108292
382,213,0,216.0,-0.8013605748660967,216,1,213.0,0.9695025817567282
383,213,0,217.0,1.627004803516014,217,1,213.0,-0.0841367136699747
384,213,0,218.0,-1.772706726218941,218,1,213.0,0.485991610322511
385,213,0,219.0,0.16998557648674759,219,1,213.0,0.7281361358607615
386,213,0,220.0,-0.8013605748660967,220,1,213.0,-0.05104503083349153
387,213,0,221.0,0.16998557648674759,221,1,213.0,0.3642548067573166
388,213,0,222.0,-1.772706726218941,222,1,213.0,-0.6556586521631698
389,213,0,223.0,0.16998557648674759,223,1,213.0,0.6218387388104952
390,213,0,224.0,0.16998557648674759,224,1,213.0,0.461566331377051
391,213,0,225.0,0.16998557648674759,225,1,213.0,1.2276550283288095
392,213,0,226.0,1.627004803516014,226,1,213.0,-0.2398687393410304
393,213,0,227.0,1.627004803516014,227,1,213.0,0.49597488980192445
394,213,0,228.0,-0.8013605748660967,228,1,213.0,1.2158786771889396
395,213,0,229.0,0.16998557648674759,229,1,213.0,0.48017246624071086
396,213,0,230.0,-0.8013605748660967,230,1,213.0,1.3805024225476268
397,213,0,231.0,0.16998557648674759,231,1,213.0,-0.061156826931381365
398,213,0,232.0,0.16998557648674759,232,1,213.0,1.0706860954938187
399,213,0,233.0,-0.8013605748660967,233,1,213.0,0.0
